FLOWNAME;JOBNAME;NONSTANDART_JOB;TRANSFORMNAME;TRANSFORMORDER;SOURCETABLENAMEFULL;SOURCECOLUMNNAMEFULL;SRC_CLMN_TYPE;SRC_CLMN_LENGHT;TARGETTABLENAMEFULL;TARGETCOLUMNNAMEFULL;TRG_CLMN_TYPE;TRG_CLMN_LENGHT;COLUMNTRANSFORM;STOREDTEXT
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.BSAACID;C;20;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.BSAACID;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.ACOD;N;8;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.ACOD;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.ACID;C;20;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.ACID;C;20;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.RLNTYPE;C;1;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.RLNTYPE;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.PSAV;C;1;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.PSAV;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.DTM;C;8;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.DTM;C;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.CCY;C;3;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.CCY;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.REV_FL;C;1;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.REV_FL;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.CUSTNO;C;8;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.CUSTNO;C;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.CBCCN;C;4;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.CBCCN;C;4;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.ACC2;C;5;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.ACC2;C;5;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.PLCODE;C;5;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.PLCODE;C;5;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.TERM;N;8;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.TERM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"101_65_39_Extract_BGL_GL_ACC_FULL";0;Выгрузка данных из системы-источника;3;GL_ACC_FULL;GL_ACC_FULL.GL_SEQ;C;10;WORK_STG.BGL_GL_ACC_TDS;WORK_STG.BGL_GL_ACC_TDS.GL_SEQ;C;10;ONETOONE;
