FLOWNAME;JOBNAME;NONSTANDART_JOB;TRANSFORMNAME;TRANSFORMORDER;SOURCETABLENAMEFULL;SOURCECOLUMNNAMEFULL;SRC_CLMN_TYPE;SRC_CLMN_LENGHT;TARGETTABLENAMEFULL;TARGETCOLUMNNAMEFULL;TRG_CLMN_TYPE;TRG_CLMN_LENGHT;COLUMNTRANSFORM;STOREDTEXT
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Calc Balance;4;WORK_IA.GL_ACCOUNT_CHNG_RK;WORK_IA.GL_ACCOUNT_CHNG_RK.valid_to_dttm;N;8;gl_account_chng;gl_account_chng.valid_to_dttm;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Delete gl_account_chng;6;del_oracle;del_oracle.gl_account_rk;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.GL_ACCOUNT_RK;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.VALID_FROM_DTTM;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.VALID_FROM_DTTM;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.PROCESSED_DTTM;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.PROCESSED_DTTM;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.SALDO;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.SALDO;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.valid_to_dttm;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.VALID_TO_DTTM;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.IRB_SRC_ACCOUNT_ID;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.IRB_SRC_ACCOUNT_ID;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.gl_account_rk;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.GL_ACCOUNT_RK;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_96_Get_Delta_GL_ACCOUNT_CHNG_Commit_OPT";1;Заливка в Oracle;7;gl_account_chng;gl_account_chng.SALDO_LCY;N;8;DWH_DDS.GL_ACCOUNT_CHNG;DWH_DDS.GL_ACCOUNT_CHNG.SALDO_LCY;N;8;;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_SECTION;C;3;WAFZL3G;WAFZL3G.GL_ACCT_SECTION;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_SUBPRODUCT;C;3;WAFZL3G;WAFZL3G.GL_ACCT_SUBPRODUCT;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.IRB_MNL_OPERATION_CONTROL_FLG;C;1;WAFZL3G;WAFZL3G.IRB_MNL_OPERATION_CONTROL_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_MODIFIER_NM;C;255;WAFZL3G;WAFZL3G.GL_ACCT_MODIFIER_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.PROCESSED_DTTM;N;8;WAFZL3G;WAFZL3G.PROCESSED_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.VALID_FROM_DTTM;N;8;WAFZL3G;WAFZL3G.VALID_FROM_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCOUNT_TYPE_DESC;C;255;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_DESC;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCOUNT_TYPE_CD;C;11;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_CD;C;11;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCOUNT_TYPE_ID;C;15;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_ID;C;15;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.IRB_ACCTYPE_PRFT_LOSS_OPEN_FLG;C;1;WAFZL3G;WAFZL3G.IRB_ACCTYPE_PRFT_LOSS_OPEN_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_PRODUCT_NM;C;255;WAFZL3G;WAFZL3G.GL_ACCT_PRODUCT_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.IRB_DUMMY_TYPE_CD;C;3;WAFZL3G;WAFZL3G.IRB_DUMMY_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.LANGUAGE_CD;C;3;WAFZM1V;WAFZM1V.LANGUAGE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.GL_ACCOUNT_TYPE_RK;N;8;WAFZM1V;WAFZM1V.GL_ACCOUNT_TYPE_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.VALID_TO_DTTM;N;8;WAFZM1V;WAFZM1V.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.VALID_TO_DTTM;N;8;WAFZL3G;WAFZL3G.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.GL_ACCOUNT_TYPE_CD;C;11;WAFZM1V;WAFZM1V.GL_ACCOUNT_TYPE_CD;C;11;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.ETL_DIGEST_CD;C;16;WAFZM1V;WAFZM1V.ETL_DIGEST_CD;C;16;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCOUNT_TYPE_RK;N;8;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.SOURCE_SYSTEM_CD;C;3;WAFZL3G;WAFZL3G.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_SECTION_NM;C;255;WAFZL3G;WAFZL3G.GL_ACCT_SECTION_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.IRB_DUMMY_TYPE_CD;C;3;WAFZM1V;WAFZM1V.IRB_DUMMY_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.LANGUAGE_CD;C;3;WAFZL3G;WAFZL3G.LANGUAGE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_PRODUCT;C;3;WAFZL3G;WAFZL3G.GL_ACCT_PRODUCT;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;ETL_IA.GL_ACCOUNT_TYPE_SNAP;ETL_IA.GL_ACCOUNT_TYPE_SNAP.VALID_FROM_DTTM;N;8;WAFZM1V;WAFZM1V.VALID_FROM_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_MODIFIER;C;3;WAFZL3G;WAFZL3G.GL_ACCT_MODIFIER;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Вычисление дельты по истории;2;WORK_IA.GL_ACCOUNT_TYPE_RK;WORK_IA.GL_ACCOUNT_TYPE_RK.GL_ACCT_SUBPRODUCT_NM;C;255;WAFZL3G;WAFZL3G.GL_ACCT_SUBPRODUCT_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_MODIFIER;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_MODIFIER;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_RK;N;8;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCOUNT_TYPE_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_SECTION_NM;C;255;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_SECTION_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_ID;C;15;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCOUNT_TYPE_ID;C;15;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_PRODUCT;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_PRODUCT;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.IRB_DUMMY_TYPE_CD;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.IRB_DUMMY_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_DESC;C;255;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCOUNT_TYPE_DESC;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCOUNT_TYPE_CD;C;11;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCOUNT_TYPE_CD;C;11;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.PROCESSED_DTTM;N;8;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.PROCESSED_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_SUBPRODUCT_NM;C;255;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_SUBPRODUCT_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.ETL_DELTA_CD;C;1;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.ETL_DELTA_CD;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_SUBPRODUCT;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_SUBPRODUCT;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.LANGUAGE_CD;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.LANGUAGE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.VALID_TO_DTTM;N;8;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.IRB_MNL_OPERATION_CONTROL_FLG;C;1;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.IRB_MNL_OPERATION_CONTROL_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.IRB_ACCTYPE_PRFT_LOSS_OPEN_FLG;C;1;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.IRB_ACCTYPE_PRFT_LOSS_OPEN_FLG;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_MODIFIER_NM;C;255;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_MODIFIER_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.VALID_FROM_DTTM;N;8;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.VALID_FROM_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_SECTION;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_SECTION;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.GL_ACCT_PRODUCT_NM;C;255;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.GL_ACCT_PRODUCT_NM;C;255;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;3;WAFZL3G;WAFZL3G.SOURCE_SYSTEM_CD;C;3;ETL_DDS.GL_ACCOUNT_TYPE_DELTA;ETL_DDS.GL_ACCOUNT_TYPE_DELTA.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.IRB_DUMMY_TYPE_CD;C;3;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.IRB_DUMMY_TYPE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.ETL_DIGEST_CD;C;16;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.ETL_DIGEST_CD;C;16;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.ETL_DELTA_CD;C;1;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.ETL_DELTA_CD;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.VALID_TO_DTTM;N;8;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.LANGUAGE_CD;C;3;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.LANGUAGE_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.VALID_FROM_DTTM;N;8;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.VALID_FROM_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_555_98_Get_Delta_GL_ACCOUNT_TYPE_DELTA";0;Table Loader;4;WAFZM1V;WAFZM1V.GL_ACCOUNT_TYPE_RK;N;8;ETL_IA.GL_ACCOUNT_TYPE_SNUP;ETL_IA.GL_ACCOUNT_TYPE_SNUP.GL_ACCOUNT_TYPE_RK;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.BALANCE_PART_CD;C;1;W1GKJEZ8;W1GKJEZ8.BALANCE_PART_CD;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.PROCESSED_DTTM;N;8;W1GKJEZ8;W1GKJEZ8.PROCESSED_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.BALANCE_NM;C;40;W1GKJEZ8;W1GKJEZ8.BALANCE_NM;C;40;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.BALANCE_TYPE_CD;C;1;W1GKJEZ8;W1GKJEZ8.BALANCE_TYPE_CD;C;1;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;ETL_IA.BGL_BALANCE_PART_SNAP;ETL_IA.BGL_BALANCE_PART_SNAP.VALID_FROM_DTTM;N;8;W1GKJG2I;W1GKJG2I.VALID_FROM_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.VALID_TO_DTTM;N;8;W1GKJEZ8;W1GKJEZ8.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.SOURCE_SYSTEM_CD;C;3;W1GKJEZ8;W1GKJEZ8.SOURCE_SYSTEM_CD;C;3;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;ETL_IA.BGL_BALANCE_PART_SNAP;ETL_IA.BGL_BALANCE_PART_SNAP.VALID_TO_DTTM;N;8;W1GKJG2I;W1GKJG2I.VALID_TO_DTTM;N;8;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;ETL_IA.BGL_BALANCE_PART_SNAP;ETL_IA.BGL_BALANCE_PART_SNAP.ETL_DIGEST_CD;C;16;W1GKJG2I;W1GKJG2I.ETL_DIGEST_CD;C;16;ONETOONE;
DWHDDS_265_990_Stream_BGL_Target;"262_65_2_Get_Delta_BGL_BALANCE_PART_DELTA";0;Вычисление дельты по истории;2;WORK_IA.BGL_BALANCE_PART_BK;WORK_IA.BGL_BALANCE_PART_BK.VALID_FROM_DTTM;N;8;W1GKJEZ8;W1GKJEZ8.VALID_FROM_DTTM;N;8;ONETOONE;
